item_name,item_price,item_year,item_miles,item_make,item_location
2012 Honda ST1300 POLICE,"$5,250.00 ",Year: 2012,"Miles: 35,000",Make: Honda,
2008 Suzuki GSX-R,"$6,900.00 ",Year: 2008,"Miles: 1,313",Make: Suzuki,
1989 Harley-Davidson Electra glide classic,"$4,455.00 ",Year: 1989,"Miles: 18,000",Make: Harley-Davidson,
2014 KTM 690,"$4,300.00 ",Year: 2014,"Miles: 23,300",Make: KTM,
1973 Honda XL250K0,"$2,225.00 ",Year: 1973,"Miles: 13,215",Make: Honda,
1974 Norton Commando MK II Roadster,"$12,850.00 ",Year: 1974,"Miles: 13,010",Make: Norton,
2001 Harley-Davidson Sportster,"$6,500.00 ",Year: 2001,"Miles: 6,666",Make: Harley-Davidson,
1973 Harley-Davidson Sportster,"$3,500.00 ",Year: 1973,"Miles: 12,345",Make: Harley-Davidson,
1978 Kawasaki Z1R,"$17,500.00 ",Year: 1978,"Miles: 19,708",Make: Kawasaki,
1986 Suzuki RG500 Gamma,"$46,000.00 ",Year: 1986,Miles: 850,Make: Suzuki,
2008 Harley Davidson Dyna,"$6,500.00 ",Year: 2008,"Miles: 34,028",Make: Harley-Davidson,
2016 Harley-Davidson Street 750 Trike 3 Wheeler Frankinstien Trike Conversion,"$9,900.00 ",Year: 2016,"Miles: 4,554",Make: Harley-Davidson,
1997 Honda XR600,"$1,818.18 ",Year: 1997,"Miles: 8,850",Make: Honda,
1973 Yamaha Other,"$2,150.00 ",Year: 1973,"Miles: 3,186",Make: Yamaha,
2004 Harley-Davidson Touring Electra Glide Ultra Classic,"$13,000.00 ",Year: 2004,"Miles: 7,994",Make: Harley-Davidson,
1971 Harley-Davidson Other,"$1,500.00 ",Year: 1971,"Miles: 6,000",Make: Harley-Davidson,
1973 Yamaha RT1 Enduro 360,"$4,350.00 ",Year: 1973,"Miles: 2,251",Make: Yamaha,
1982 Kawasaki 1000ltd,"$2,050.00 ",Year: 1982,"Miles: 18,995",Make: Kawasaki,
2021 KTM EXC,"$10,000.00 ",Year: 2021,"Miles: 1,000",Make: KTM,
2016 Honda Other,"$1,750.00 ",Year: 2016,Miles: 10,Make: Honda,
1975 Yamaha Other,"$7,350.00 ",Year: 1975,"Miles: 3,056",Make: Yamaha,
2005 Harley-Davidson Sportster 883 Three Wheeler Trike,"$9,000.00 ",Year: 2005,"Miles: 1,800",Make: Harley-Davidson,
1981 Honda C70 Passport,"$1,875.00 ",Year: 1981,Miles: 499,Make: Honda,
1987 BMW R-Series,"$3,800.00 ",Year: 1987,"Miles: 68,000",Make: BMW,
2004 Yamaha YZF-R,"$2,499.00 ",Year: 2004,"Miles: 20,000",Make: Yamaha,
1975 Honda CR,"$6,000.00 ",Year: 1975,,Make: Honda,
2016 Harley-Davidson Touring,"$27,600.00 ",Year: 2016,"Miles: 11,700",Make: Harley-Davidson,
2020 Polaris Slingshot R,"$24,000.00 ",Year: 2020,"Miles: 1,017",Make: Polaris,
1967 BSA victor enduro,"$3,050.00 ",Year: 1967,"Miles: 99,999",Make: BSA,
1974 Honda CT,$901.00 ,Year: 1974,Miles: 837,Make: Honda,
2007 Suzuki GSXR1000,"$7,200.00 ",Year: 2007,"Miles: 8,945",Make: Suzuki,
1972 Honda SL350,"$2,000.00 ",Year: 1972,"Miles: 91,903",Make: Honda,
1986 Honda CR,"$4,550.00 ",Year: 1986,"Miles: 12,345",Make: Honda,
2020 Other Makes,"$1,199.00 ",Year: 2020,Miles: 50,Make: Other Makes,
2014 Harley-Davidson Softail,"$10,000.00 ",Year: 2014,"Miles: 7,100",Make: Harley-Davidson,
1985 Honda 250SX,$700.00 ,Year: 1985,Miles: 300,Make: Honda,
1975 Harley-Davidson FX,"$5,750.00 ",Year: 1975,"Miles: 66,666",Make: Harley-Davidson,
2005 Harley-Davidson Dyna,"$4,950.00 ",Year: 2005,"Miles: 37,179",Make: Harley-Davidson,
1976 Harley-Davidson Touring,"$4,875.00 ",Year: 1976,"Miles: 66,666",Make: Harley-Davidson,
1970 Honda CT,"$2,900.00 ",Year: 1970,Miles: 100,Make: Honda,
2007 BMW R-Series,"$6,250.00 ",Year: 2007,"Miles: 35,322",Make: BMW,
1977 Honda CB750A Hondamatic,"$2,800.00 ",Year: 1977,"Miles: 23,677",Make: Honda,
1974 Harley-Davidson Touring,"$4,350.00 ",Year: 1974,"Miles: 66,666",Make: Harley-Davidson,
2001 Yamaha 2001 Road Star,$750.00 ,Year: 2001,"Miles: 999,999,999",Make: Yamaha,
1971 Harley-Davidson Sportster,"$2,500.00 ",Year: 1971,"Miles: 55,555",Make: Harley-Davidson,
1998 Harley-Davidson Other,"$4,101.00 ",Year: 1998,"Miles: 41,000",Make: Harley-Davidson,
1975 Harley-Davidson Sportster,"$1,200.00 ",Year: 1975,"Miles: 66,666",Make: Harley-Davidson,
2011 Kawasaki ULTRA 300X JETSKI,"$9,885.00 ",Year: 2011,Miles: 168,Make: Kawasaki,
2008 Yamaha WR,"$2,800.00 ",Year: 2008,"Miles: 5,277",Make: Yamaha,
1974 Kawasaki S1,"$8,000.00 ",Year: 1974,"Miles: 5,295",Make: Kawasaki,
2007 Harley-Davidson Touring,"$6,500.00 ",Year: 2007,"Miles: 18,529",Make: Harley-Davidson,
2008 Harley-Davidson Dyna low,"$8,000.00 ",Year: 2008,"Miles: 15,000",Make: Harley-Davidson,
2021 X-PRO Fiji 200 EFI Scooter,"$1,669.00 ",Year: 2021,Miles: 0,,
1999 Honda CB,"$6,500.00 ",Year: 1999,"Miles: 19,500",Make: Honda,
2008 Victory,"$8,400.00 ",Year: 2008,"Miles: 9,406",Make: Victory,
2012 Custom Built Motorcycles T-Rex,"$20,655.00 ",Year: 2012,"Miles: 4,631",Make: Custom Built Motorcycles,
1975 Suzuki 550GT,"$5,409.00 ",Year: 1975,"Miles: 9,400",Make: Suzuki,
2010 Harley-Davidson Road King,"$10,300.00 ",Year: 2010,"Miles: 11,437",Make: Harley-Davidson,
2021 X-PRO Titan 250cc Dirt Bike,"$1,599.00 ",Year: 2021,Miles: 0,,
1977 Honda Yosemite Sam Radoff Custom Chopper,"$7,600.00 ",Year: 1977,Miles: 0,Make: Honda,
2006 Harley-Davidson FLHTCI,"$6,500.00 ",Year: 2006,"Miles: 63,500",Make: Harley-Davidson,
1970 BSA A65 Thunderbolt,"$11,600.00 ",Year: 1970,Miles: 208,Make: BSA,
2021 X-PRO Hawk DLX 250,"$2,049.00 ",Year: 2021,Miles: 2,,
2022 Kawasaki KX 85,"$4,387.00 ",Year: 2022,Miles: 0,Make: Kawasaki,
1984 Honda CB,"$1,828.00 ",Year: 1984,Miles: 19,Make: Honda,
2006 Honda Gold Wing Champion Sidecar Trike Kit 3 Wheeler EZ Steer,"$16,900.00 ",Year: 2006,"Miles: 52,620",Make: Honda,
2009 Triumph Bonneville,"$5,800.00 ",Year: 2009,"Miles: 10,950",Make: Triumph,
2006 Triumph Bonneville,"$5,600.00 ",Year: 2006,"Miles: 10,097",Make: Triumph,
1971 Honda CT,"$4,542.00 ",Year: 1971,"Miles: 1,067",Make: Honda,
1985 Honda XR600R,"$2,195.00 ",Year: 1985,Miles: 500,Make: Honda,
1964 Triumph Bonneville,"$1,746.63 ",Year: 1964,"Miles: 99,999",Make: Triumph,
2018 Honda Shadow Phantom,"$6,900.00 ",Year: 2018,"Miles: 1,089",Make: Honda,
1976 Kawasaki KZ900B,"$13,063.00 ",Year: 1976,"Miles: 22,230",Make: Kawasaki,
1975 Harley-Davidson Sportster,"$2,500.00 ",Year: 1975,"Miles: 1,234",Make: Harley-Davidson,
2015 Harley-Davidson Softail,"$10,500.00 ",Year: 2015,"Miles: 5,500",Make: Harley-Davidson,
1973 Honda CB,"$4,499.99 ",Year: 1973,"Miles: 23,668",Make: Honda,
2002 Yamaha YZF-R,"$4,500.00 ",Year: 2002,"Miles: 23,350",Make: Yamaha,
1989 Honda XR,"$5,999.99 ",Year: 1989,"Miles: 14,000",Make: Honda,
1979 Honda CT,$680.00 ,Year: 1979,"Miles: 9,999",Make: Honda,
1967 Triumph Bonneville 650,"$5,700.00 ",Year: 1967,"Miles: 99,999",Make: Triumph,
2022 X-PRO Titan 250cc Dirt Bike,"$1,619.00 ",Year: 2022,Miles: 0,,
1972 Harley-Davidson Sportster,"$5,999.00 ",Year: 1972,"Miles: 16,000",Make: Harley-Davidson,
1995 Kawasaki KX250,"$3,995.00 ",Year: 1995,Miles: 1,Make: Kawasaki,
2004 Honda Shadow VT,$810.00 ,Year: 2004,Miles: 0,Make: Honda,
1981 Harley-Davidson Sportster,"$4,900.00 ",Year: 1981,"Miles: 3,672",Make: Harley-Davidson,
1986 Harley-Davidson FXR,"$7,495.00 ",Year: 1986,"Miles: 26,658",Make: Harley-Davidson,
2001 Honda CBR,"$2,850.00 ",Year: 2001,"Miles: 33,565",Make: Honda,
1988 Honda CR,"$2,075.00 ",Year: 1988,,Make: Honda,
1977 Suzuki GS,"$1,999.00 ",Year: 1977,"Miles: 21,363",Make: Suzuki,
2004 Harley-Davidson v-rod vrsca,"$3,950.00 ",Year: 2004,"Miles: 23,631",Make: Harley-Davidson,
2000 Harley-Davidson FXDWG DYNA WIDE GLIDE,"$3,900.00 ",Year: 2000,"Miles: 54,000",Make: Harley-Davidson,
1980 Kawasaki KZ1000 ST,$681.00 ,Year: 1980,"Miles: 40,000",Make: Kawasaki,
1977 Harley-Davidson FLH 1200 electraglide AMF,"$10,999.00 ",Year: 1977,"Miles: 39,809",Make: Harley-Davidson,
1966 Honda Other,"$1,105.00 ",Year: 1966,"Miles: 7,800",Make: Honda,
1982 Kawasaki KZ 750,$127.50 ,Year: 1982,"Miles: 3,200",Make: Kawasaki,
1998 Honda Gold Wing,"$12,500.00 ",Year: 1998,"Miles: 25,500",Make: Honda,
2008 Buell 1125R,"$6,500.00 ",Year: 2008,"Miles: 12,700",Make: Buell,
1948 Harley-Davidson Shovelhead,"$8,499.99 ",Year: 1948,"Miles: 4,500",Make: Harley-Davidson,
1972 Triumph Tiger,"$6,000.00 ",Year: 1972,Miles: 999,Make: Triumph,
1976 Yamaha YZ125X,"$1,391.66 ",Year: 1976,"Miles: 9,999",Make: Yamaha,
1982 Kawasaki GPZ 550,"$1,000.00 ",Year: 1982,"Miles: 22,000",Make: Kawasaki,
2013 BMW R-Series,"$13,499.00 ",Year: 2013,"Miles: 12,240",Make: BMW,
1972 Honda CB,"$4,500.00 ",Year: 1972,"Miles: 28,202",Make: Honda,
1950 Harley-Davidson WL,"$1,599.00 ",Year: 1950,"Miles: 999,998",Make: Harley-Davidson,
1985 Kawasaki Eliminator,"$4,350.00 ",Year: 1985,"Miles: 13,100",Make: Kawasaki,
1971 Other Makes,"$16,500.00 ",Year: 1971,"Miles: 12,750",Make: Other Makes,
1997 Harley-Davidson Softail,"$6,500.00 ",Year: 1997,"Miles: 39,000",Make: Harley-Davidson,
2017 Polaris SLINGSHOT SL,"$17,100.00 ",Year: 2017,"Miles: 12,102",Make: Polaris,
1994 Harley-Davidson Touring,"$5,950.00 ",Year: 1994,"Miles: 90,575",Make: Harley-Davidson,
1966 Honda C200 90cc,$750.00 ,Year: 1966,"Miles: 13,906",Make: Honda,
2007 Kawasaki Mean streak,"$5,500.00 ",Year: 2007,"Miles: 5,637",Make: Kawasaki,
1963 Harley-Davidson Vintage,"$17,100.00 ",Year: 1963,"Miles: 100,000",Make: Harley-Davidson,
2003 Honda Shadow,"$1,250.00 ",Year: 2003,"Miles: 21,902",Make: Honda,
1983 Kawasaki GPZ 1100,$800.00 ,Year: 1983,"Miles: 36,491",Make: Kawasaki,
1973 Honda CB,"$3,500.00 ",Year: 1973,Miles: 155,Make: Honda,
2011 Harley-Davidson FLSTFB FAT BOY LO,"$10,885.00 ",Year: 2011,"Miles: 28,514",Make: Harley-Davidson,
2017 Harley-Davidson Other,"$4,500.00 ",Year: 2017,"Miles: 2,907",Make: Harley-Davidson,
2003 Honda Shadow,$860.00 ,Year: 2003,"Miles: 22,135",Make: Honda,
2014 Can-Am Spyder RT SE6 LIMITED,"$10,300.00 ",Year: 2014,"Miles: 101,231",Make: Can-Am,
2005 Harley-Davidson Sportster Custom,"$4,000.00 ",Year: 2005,"Miles: 10,600",Make: Harley-Davidson,
1980 Harley-Davidson XR900,"$19,000.00 ",Year: 1980,,Make: Harley-Davidson,
2009 Moto Guzzi Griso 1200 8V,"$5,000.00 ",Year: 2009,"Miles: 10,575",Make: Moto Guzzi,
2017 Harley-Davidson Sportster Iron 883,"$9,995.00 ",Year: 2017,"Miles: 19,454",Make: Harley-Davidson,
2011 Harley-Davidson Sportster,"$4,500.00 ",Year: 2011,"Miles: 15,000",Make: Harley-Davidson,
1977 Kawasaki Other,$360.00 ,Year: 1977,"Miles: 26,700",Make: Kawasaki,
2018 Harley-Davidson Softail,"$25,000.00 ",Year: 2018,"Miles: 6,164",Make: Harley-Davidson,
2014 Honda CTX700,"$5,250.00 ",Year: 2014,"Miles: 3,060",Make: Honda,
1963 BSA C15SR,"$1,850.00 ",Year: 1963,"Miles: 999,999",Make: BSA,
2015 Ducati Superbike,"$8,900.00 ",Year: 2015,"Miles: 2,500",Make: Ducati,
1998 Harley-Davidson Touring,"$4,900.00 ",Year: 1998,"Miles: 82,000",Make: Harley-Davidson,
1995 Harley-Davidson Touring,"$6,995.00 ",Year: 1995,"Miles: 47,622",Make: Harley-Davidson,
2013 Harley-Davidson V-Rod Muscle,"$9,250.00 ",Year: 2013,"Miles: 21,648",Make: Harley-Davidson,
2020 Ducati Monster,"$13,000.00 ",Year: 2020,Miles: 311,Make: Ducati,
1973 Honda CB,"$1,575.00 ",Year: 1973,Miles: 0,Make: Honda,
1972 Honda Other,"$2,500.00 ",Year: 1972,"Miles: 3,250",Make: Honda,
2008 Triumph Bonneville,"$4,900.00 ",Year: 2008,"Miles: 22,284",Make: Triumph,
1968 BMW R-Series R50/2 1968 BMW R50,"$4,075.00 ",Year: 1968,"Miles: 17,911",Make: BMW,
1985 Honda RS Mad Max Road Warrior,"$2,400.00 ",Year: 1985,"Miles: 2,505",Make: Honda,
2005 MV Agusta,"$2,500.00 ",Year: 2005,"Miles: 11,870",Make: MV Agusta,
2002 BMW K-Series,"$3,050.00 ",Year: 2002,"Miles: 51,270",Make: BMW,
1956 Other Makes Simplex Scooter,"$1,100.00 ",Year: 1956,Miles: 0,Make: Other Makes,
1966 BSA 650 Hornet A65H,"$8,299.00 ",Year: 1966,Miles: 45,Make: BSA,
2005 Honda Shadow VLX 600,"$2,325.00 ",Year: 2005,"Miles: 8,233",Make: Honda,
2015 Yamaha FJR,"$7,500.00 ",Year: 2015,"Miles: 15,300",Make: Yamaha,
1997 Harley-Davidson Softail,"$4,042.00 ",Year: 1997,"Miles: 3,600",Make: Harley-Davidson,
1964 Honda CT,"$4,750.00 ",Year: 1964,"Miles: 1,756",Make: Honda,
2006 Yamaha YZ,"$9,800.00 ",Year: 2006,Miles: 400,Make: Yamaha,
1980 Harley-Davidson Other,"$8,770.00 ",Year: 1980,"Miles: 29,917",Make: Harley-Davidson,
1978 Yamaha Mini-Enduro,"$3,350.00 ",Year: 1978,,Make: Yamaha,
2007 Harley-Davidson Touring,"$8,700.00 ",Year: 2007,"Miles: 18,495",Make: Harley-Davidson,
1983 Honda Other,"$7,995.00 ",Year: 1983,"Miles: 1,544",Make: Honda,
2006 Victory Vegas 8 ball,"$2,225.00 ",Year: 2006,"Miles: 25,000",Make: Victory,
1965 Harley-Davidson Other,"$1,990.00 ",Year: 1965,"Miles: 9,999",Make: Harley-Davidson,
1975 Other,"$2,150.00 ",Year: 1975,Miles: 25,Make: Yamaha,
1977 Honda XR75,"$1,850.00 ",Year: 1977,Miles: 25,Make: Honda,
2019 Suzuki GSX-R,"$9,250.00 ",Year: 2019,Miles: 815,Make: Suzuki,
2007 Honda Shadow,"$2,800.00 ",Year: 2007,"Miles: 17,390",Make: Honda,
2020 Yamaha YZ,"$7,500.00 ",Year: 2020,Miles: 0,Make: Yamaha,
2022 Lifan KPR 200 Adult Motorcycle,"$2,399.00 ",Year: 2022,Miles: 1,Make: Lifan,
2022 X-PRO Saipan 200 EFI Scooter,"$1,669.00 ",Year: 2022,Miles: 0,,
2013 Ducati Ducati Evo Corse se,"$6,500.00 ",Year: 2013,"Miles: 14,800",Make: Ducati,
1976 Kawasaki KZ900C,"$4,500.00 ",Year: 1976,"Miles: 18,282",Make: Kawasaki,
2021 Harley-Davidson Touring,"$40,995.00 ",Year: 2021,Miles: 182,Make: Harley-Davidson,
2021 Honda Africa Twin DCT,"$13,999.00 ",Year: 2021,Miles: 0,Make: Honda,
2001 Indian GILROY SCOUT,"$4,975.00 ",Year: 2001,"Miles: 5,498",Make: Indian,
2004 Ducati Multistrada,$561.98 ,Year: 2004,"Miles: 25,000",Make: Ducati,
1975 Suzuki TS400,$355.00 ,Year: 1975,"Miles: 10,000",Make: Suzuki,
1967 Harley-Davidson Other,"$13,000.00 ",Year: 1967,"Miles: 39,080",Make: Harley-Davidson,
2016 Kawasaki Ninja,"$4,200.00 ",Year: 2016,"Miles: 1,500",Make: Kawasaki,
1996 BMW R-Series,"$2,850.00 ",Year: 1996,"Miles: 56,133",Make: BMW,
2020 Honda CRF 150R,"$5,099.00 ",Year: 2020,"Miles: 999,999",Make: Honda,
2022 Kawasaki KLX 300 Supermoto,"$7,529.00 ",Year: 2022,Miles: 0,Make: Kawasaki,
1986 Suzuki GSX-R,"$19,500.00 ",Year: 1986,"Miles: 8,161",Make: Suzuki,from Portugal
1961 Harley-Davidson Panhead,"$18,099.00 ",Year: 1961,"Miles: 9,878",Make: Harley-Davidson,
2018 KTM Adventure,"$15,500.00 ",Year: 2018,"Miles: 3,060",Make: KTM,
1972 Harley-Davidson Other,"$14,766.00 ",Year: 1972,"Miles: 20,000",Make: Harley-Davidson,
2010 Harley-Davidson Other,$510.00 ,Year: 2010,Miles: 100,Make: Harley-Davidson,
1984 Yamaha Venture,$877.59 ,Year: 1984,"Miles: 17,705",Make: Yamaha,
2021 X-PRO Titan 250cc Dirt Bike,"$1,599.00 ",Year: 2021,Miles: 0,,
1975 Kawasaki Other,"$3,805.00 ",Year: 1975,"Miles: 11,116",Make: Kawasaki,
2020 Yamaha YZF R3,"$5,200.00 ",Year: 2020,"Miles: 1,128",Make: Yamaha,
2003 Harley-Davidson Softail,"$5,225.00 ",Year: 2003,"Miles: 93,000",Make: Harley-Davidson,
2006 Kawasaki KXF,"$4,000.00 ",Year: 2006,,Make: Kawasaki,
2022 Kawasaki Ninja 400 ABS KRT ED,"$6,529.00 ",Year: 2022,Miles: 0,Make: Kawasaki,
2011 Harley-Davidson Electra Glide®,"$9,000.00 ",Year: 2011,"Miles: 28,108",Make: Harley-Davidson,
1973 Honda SL350,"$2,500.00 ",Year: 1973,"Miles: 5,400",Make: Honda,
2019 Harley-Davidson FLHXRS,"$30,100.00 ",Year: 2019,"Miles: 16,046",Make: Harley-Davidson,
2022 Kawasaki KLX®110R,"$2,499.00 ",Year: 2022,Miles: 1,Make: Kawasaki,
2003 Harley-Davidson Softail,"$14,850.00 ",Year: 2003,"Miles: 30,360",Make: Harley-Davidson,
1982 Honda MB5,"$3,000.00 ",Year: 1982,"Miles: 1,982",Make: Honda,
1979 Kawasaki KZ1000,"$4,950.00 ",Year: 1979,"Miles: 16,378",Make: Kawasaki,
1980 Yamaha Exciter 250,"$1,200.00 ",Year: 1980,Miles: 410,Make: Yamaha,
2001 Honda CR,"$2,995.00 ",Year: 2001,Miles: 0,Make: Honda,
2018 Other Makes Gs,"$2,400.00 ",Year: 2018,Miles: 450,Make: Other Makes,
2001 Kawasaki KX,"$1,800.00 ",Year: 2001,Miles: 0,Make: Kawasaki,
1972 Yamaha Enduro,"$1,767.00 ",Year: 1972,"Miles: 4,989",Make: Yamaha,
2016 Harley-Davidson Sportster,"$7,010.00 ",Year: 2016,"Miles: 1,627",Make: Harley-Davidson,
2008 Yamaha V Star,"$7,000.00 ",Year: 2008,"Miles: 5,018",Make: Yamaha,
1987 Harley-Davidson Other,"$8,800.00 ",Year: 1987,"Miles: 5,000",Make: Harley-Davidson,
2003 Harley-Davidson Touring,"$6,100.00 ",Year: 2003,"Miles: 52,853",Make: Harley-Davidson,
2021 DUCATI PANIGALE V4,"$27,949.00 ",Year: 2021,"Miles: 2,224",Make: Ducati,
2007 BMW R-Series,"$6,900.00 ",Year: 2007,"Miles: 21,066",Make: BMW,
2018 Harley-Davidson XL883N,"$6,149.00 ",Year: 2018,"Miles: 5,400",Make: Harley-Davidson,
2016 Harley-Davidson Touring,"$14,000.00 ",Year: 2016,"Miles: 28,179",Make: Harley-Davidson,
1981 Honda CB,"$1,200.00 ",Year: 1981,"Miles: 28,298",Make: Honda,
1976 BMW R-Series,"$3,499.99 ",Year: 1976,"Miles: 68,519",Make: BMW,
1983 Harley-Davidson FLH 1340,"$8,495.00 ",Year: 1983,"Miles: 11,353",Make: Harley-Davidson,
1986 Honda Magna,"$4,200.00 ",Year: 1986,"Miles: 7,900",Make: Honda,
2015 Polaris Slingshot,"$18,000.00 ",Year: 2015,"Miles: 1,584",Make: Polaris,
1967 Honda CB,"$5,251.00 ",Year: 1967,"Miles: 10,497",Make: Honda,
2014 Harley-Davidson Sportster XL1200C,"$6,000.00 ",Year: 2014,Miles: 901,Make: Harley-Davidson,
1970 Honda CT,"$3,500.00 ",Year: 1970,"Miles: 1,801",Make: Honda,
2001 Honda CR,"$2,395.00 ",Year: 2001,"Miles: 9,999",Make: Honda,
1980 Harley-Davidson Other,"$6,999.95 ",Year: 1980,"Miles: 1,560",Make: Harley-Davidson,
1974 Kawasaki H2 750,"$7,501.00 ",Year: 1974,"Miles: 14,372",Make: Kawasaki,
2009 Buell 1125R,"$4,700.00 ",Year: 2009,"Miles: 5,515",Make: Buell,
1964 Triumph Bonneville,"$4,450.00 ",Year: 1964,Miles: 0,Make: Triumph,
1984 BMW R80ST,"$4,999.99 ",Year: 1984,"Miles: 7,878",Make: BMW,
1981 Kawasaki KZ550,"$4,325.00 ",Year: 1981,"Miles: 1,979",Make: Kawasaki,
2019 Harley-Davidson Trike Tri Glide® Ultra,"$35,000.00 ",Year: 2019,"Miles: 1,435",Make: Harley-Davidson,
1969 BSA,"$3,050.00 ",Year: 1969,"Miles: 13,478",Make: BSA,
1951 Harley-Davidson FL,"$2,475.00 ",Year: 1951,"Miles: 999,999",Make: Harley-Davidson,
2005 Honda VTX 1300R,"$3,000.00 ",Year: 2005,"Miles: 32,818",Make: Honda,
2013 Moto Guzzi V7 Racer,"$7,700.00 ",Year: 2013,"Miles: 3,138",Make: Moto Guzzi,
1979 Harley-Davidson Sportster,"$1,875.00 ",Year: 1979,"Miles: 9,000",Make: Harley-Davidson,
1995 Harley-Davidson Touring,"$6,000.00 ",Year: 1995,"Miles: 47,622",Make: Harley-Davidson,
2011 Harley-Davidson Softail,"$8,000.00 ",Year: 2011,"Miles: 34,637",Make: Harley-Davidson,
1998 Harley-Davidson Sportster,"$2,995.00 ",Year: 1998,"Miles: 39,436",Make: Harley-Davidson,
2019 Honda Rebel 300 ABS,"$4,250.00 ",Year: 2019,"Miles: 1,841",Make: Honda,
2007 Honda Shadow 600,"$1,725.00 ",Year: 2007,"Miles: 15,042",Make: Honda,
2017 BMW F-Series,"$7,590.00 ",Year: 2017,"Miles: 7,997",Make: BMW,
1967 Triumph Bonneville,"$4,950.00 ",Year: 1967,Miles: 7,Make: Triumph,
2020 HUSQVARNA FC 450,"$7,998.00 ",Year: 2020,Miles: 0,Make: Husqvarna,
2015 SUZUKI GSX-R,"$9,498.00 ",Year: 2015,"Miles: 20,466",Make: Suzuki,
1990 Ducati 750 Sport,"$4,050.00 ",Year: 1990,"Miles: 8,455",Make: Ducati,
1972 Yamaha Other,$980.00 ,Year: 1972,"Miles: 5,000",Make: Yamaha,
2009 Victory Vision Tour Premium,"$6,400.00 ",Year: 2009,"Miles: 13,967",Make: Victory,
1977 Honda CB,$850.00 ,Year: 1977,"Miles: 20,000",Make: Honda,
2012 Kawasaki Concourse 14 police,"$3,150.00 ",Year: 2012,"Miles: 72,000",Make: Kawasaki,
2007 Harley-Davidson Touring Electra Glide® Ultra Classic®,"$6,200.00 ",Year: 2007,"Miles: 41,117",Make: Harley-Davidson,
1976 Honda CB,"$4,100.00 ",Year: 1976,"Miles: 17,026",Make: Honda,
2003 Harley-Davidson Softail,"$6,995.00 ",Year: 2003,"Miles: 24,280",Make: Harley-Davidson,
2007 Triumph Speed Triple,"$5,100.00 ",Year: 2007,"Miles: 7,813",Make: Triumph,
1977 Honda CB,"$1,052.00 ",Year: 1977,"Miles: 45,000",Make: Honda,
1988 Honda CR,"$1,999.00 ",Year: 1988,Miles: 999,Make: Honda,
1982 Harley-Davidson Other,"$5,763.00 ",Year: 1982,"Miles: 45,000",Make: Harley-Davidson,
1996 Honda Gold Wing,"$6,800.00 ",Year: 1996,"Miles: 21,735",Make: Honda,
1997 Harley-Davidson Street,"$6,100.00 ",Year: 1997,"Miles: 14,680",Make: Harley-Davidson,
1967 Suzuki Other,$530.00 ,Year: 1967,"Miles: 6,000",Make: Suzuki,
2015 Harley-Davidson XG750 - Street 750,"$5,750.00 ",Year: 2015,"Miles: 2,749",Make: Harley-Davidson,
2004 BMW K1200LT,"$2,225.00 ",Year: 2004,"Miles: 30,000",Make: BMW,
2017 Honda CRF,"$1,700.00 ",Year: 2017,Miles: 100,Make: Honda,
1973 Honda CR,"$5,533.88 ",Year: 1973,Miles: 1,Make: Honda,
1973 Honda CB350F,"$6,500.00 ",Year: 1973,"Miles: 12,023",Make: Honda,
2016 Honda CRF,"$1,826.00 ",Year: 2016,Miles: 100,Make: Honda,
1983 Harley-Davidson Sportster,"$7,200.00 ",Year: 1983,"Miles: 8,000",Make: Harley-Davidson,
1970 Honda Z50A MINITRAIL,"$2,500.00 ",Year: 1970,Miles: 0,Make: Honda,
2000 Ducati 996 Monoposto,"$7,100.00 ",Year: 2000,"Miles: 26,600",Make: Ducati,
1972 Kawasaki S2 350,"$4,696.00 ",Year: 1972,"Miles: 8,126",Make: Kawasaki,
2020 Aprilia Dorsoduro,"$9,750.00 ",Year: 2020,"Miles: 2,350",Make: Aprilia,
1978 Triumph Bonneville,"$5,500.00 ",Year: 1978,"Miles: 24,000",Make: Triumph,
1970 Honda CT,"$3,000.00 ",Year: 1970,"Miles: 1,340",Make: Honda,
1975 Honda CL,"$2,827.00 ",Year: 1975,"Miles: 11,725",Make: Honda,
2022 X-PRO Saipan 200 EFI Scooter,"$1,669.00 ",Year: 2022,Miles: 0,,
1972 Yamaha Other,"$1,250.00 ",Year: 1972,"Miles: 15,650",Make: Yamaha,
1989 Kawasaki Ninja,"$2,650.00 ",Year: 1989,"Miles: 42,584",Make: Kawasaki,
2000 Honda Super Hawk,$110.00 ,Year: 2000,"Miles: 20,000",Make: Honda,
2007 Harley-Davidson V-ROD,"$9,999.99 ",Year: 2007,"Miles: 22,965",Make: Harley-Davidson,
2003 Honda VT750 SHADOW SPIRIT 750,"$2,010.00 ",Year: 2003,"Miles: 18,196",Make: Honda,
2019 Suzuki Boulevard VZR1800 M109R BOSS,"$13,499.00 ",Year: 2019,"Miles: 3,751",Make: Suzuki,
2007 Honda CR,"$9,995.00 ",Year: 2007,Miles: 0,Make: Honda,
1997 Honda CBR1100XX,"$3,950.00 ",Year: 1997,"Miles: 17,071",Make: Honda,
1967 Honda CL77,"$6,000.00 ",Year: 1967,"Miles: 15,381",Make: Honda,
2011 Harley-Davidson Other,"$6,869.00 ",Year: 2011,"Miles: 17,059",Make: Harley-Davidson,
1975 Honda CB,"$4,000.00 ",Year: 1975,"Miles: 2,140",Make: Honda,
